hatchery,stock,release_site,brood_year,tag_code,first_release_month,first_release_doy,last_release_doy,avg_weight,release_age,avg_length,Releases,Raw_Recoveries,Exp_Recoveries,SampleRate_obs,Raw_SAR,Expanded_Tags_Type,...18,fitted
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R -LOWER,1987,634204,4,93,93,54.64,2,147,147638,1123,1943.97912859533,0.577681099288061,0.013167,RMIS_adjusted_for_terminal_harvest,0.013318534347218582,0.013318534347218582
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1980,632134,4,91,91,54.64,2,NA,24014,47,106.396122032064,0.441745423633354,0.004431,RMIS_adjusted_for_terminal_harvest,0.0047757519785936575,0.0047757519785936575
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1980,632309,4,91,91,54.64,2,NA,23917,63,119.362409558945,0.527804358447443,0.004991,RMIS_adjusted_for_terminal_harvest,0.0047757519785936575,0.0047757519785936575
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1980,632310,4,91,91,54.64,2,NA,23298,76,149.464236424113,0.508482843911542,0.006415,RMIS_adjusted_for_terminal_harvest,0.0047757519785936575,0.0047757519785936575
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1980,632311,4,91,91,54.64,2,NA,24391,43,71.7776419208216,0.599072341320903,0.002943,RMIS_adjusted_for_terminal_harvest,0.0047757519785936575,0.0047757519785936575
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1981,632505,4,94,94,69.77,2,NA,73000,549,1024.98032212266,0.535620038893101,0.014041,RMIS_adjusted_for_terminal_harvest,0.0138351817770573,0.0138351817770573
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1981,632506,4,94,94,64.79,2,NA,77454,525,1010.28012835764,0.519657850593839,0.013044,RMIS_adjusted_for_terminal_harvest,0.013355559063382578,0.013355559063382578
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1981,632609,4,94,94,80.99,2,NA,58292,525,945.751298498882,0.55511422594216,0.016224,RMIS_adjusted_for_terminal_harvest,0.015067454445073224,0.015067454445073224
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1982,632834,4,94,94,67.7,2,NA,73205,437,766.184856559948,0.570358440601479,0.010466,RMIS_adjusted_for_terminal_harvest,0.009429358034929738,0.009429358034929738
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1982,632835,4,94,94,58.9,2,NA,73878,356,624.226229647011,0.570306057471042,0.008449,RMIS_adjusted_for_terminal_harvest,0.008767781165250671,0.008767781165250671
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1982,632836,4,94,94,56.69,2,NA,72124,275,470.80625721862,0.584104386429815,0.006528,RMIS_adjusted_for_terminal_harvest,0.008558992710088136,0.008558992710088136
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,632747,4,99,99,68.72,2,NA,57959,1464,2609.6776152956,0.560988833034141,0.045026,RMIS_adjusted_for_terminal_harvest,0.04432018861554188,0.04432018861554188
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,632748,4,99,99,64.79,2,NA,53949,1103,1840.4611278406,0.599306327808262,0.034115,RMIS_adjusted_for_terminal_harvest,0.04312869015343676,0.04312869015343676
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,633054,4,99,99,68.72,2,NA,11871,242,390.917607797794,0.619056279821442,0.03293,RMIS_adjusted_for_terminal_harvest,0.04432018861554188,0.04432018861554188
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,633055,4,99,99,64.79,2,NA,11286,157,257.570734626953,0.609541298344269,0.022822,RMIS_adjusted_for_terminal_harvest,0.04312869015343676,0.04312869015343676
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,633056,4,99,99,60.47,2,NA,11127,307,532.62317270079,0.57639249611181,0.047868,RMIS_adjusted_for_terminal_harvest,0.04164355674925333,0.04164355674925333
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1983,633122,4,99,99,60.47,2,NA,55903,1936,3156.71143232471,0.613296476889008,0.056468,RMIS_adjusted_for_terminal_harvest,0.04164355674925333,0.04164355674925333
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633437,4,91,91,64.79,2,179,22913,189,353.925264315297,0.534011044296708,0.015446,RMIS_adjusted_for_terminal_harvest,0.019753257165002418,0.019753257165002418
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633505,4,91,91,64.79,2,179,22875,169,337.900185018774,0.500147698914726,0.014772,RMIS_adjusted_for_terminal_harvest,0.019753257165002418,0.019753257165002418
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633506,4,91,91,64.79,2,179,23134,188,414.792593924139,0.453238564896805,0.01793,RMIS_adjusted_for_terminal_harvest,0.019753257165002418,0.019753257165002418
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633507,4,91,91,61.29,2,170,23473,238,533.633251374524,0.44599919399131,0.022734,RMIS_adjusted_for_terminal_harvest,0.019198845299033537,0.019198845299033537
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633508,4,91,91,61.29,2,170,23273,220,449.281562390893,0.489670661821175,0.019305,RMIS_adjusted_for_terminal_harvest,0.019198845299033537,0.019198845299033537
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633509,4,91,91,61.29,2,170,23019,227,440.777208923101,0.514999404244612,0.019148,RMIS_adjusted_for_terminal_harvest,0.019198845299033537,0.019198845299033537
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633510,4,91,91,59.68,2,162,22950,183,386.402055690243,0.47359996486846,0.016837,RMIS_adjusted_for_terminal_harvest,0.01891525379044079,0.01891525379044079
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633511,4,91,91,59.68,2,162,22736,262,569.902915072885,0.459727425620367,0.025066,RMIS_adjusted_for_terminal_harvest,0.01891525379044079,0.01891525379044079
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1984,633512,4,91,91,59.68,2,162,23074,229,466.445967404636,0.490946467549468,0.020215,RMIS_adjusted_for_terminal_harvest,0.01891525379044079,0.01891525379044079
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1985,633833,4,91,91,59.68,2,149,47607,385,881.333219874054,0.436838180291239,0.018513,RMIS_adjusted_for_terminal_harvest,0.015451123573003118,0.015451123573003118
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1985,633834,4,91,91,59.68,2,149,47748,343,719.710903300107,0.476580246911967,0.015073,RMIS_adjusted_for_terminal_harvest,0.015451123573003118,0.015451123573003118
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1985,633835,4,91,91,59.68,2,151,48034,320,644.114800668019,0.496805848380016,0.01341,RMIS_adjusted_for_terminal_harvest,0.015451123573003118,0.015451123573003118
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1986,634161,6,169,169,100.79,1,86,142047,1537,3228.49127346817,0.476073766291738,0.022728,RMIS_adjusted_for_terminal_harvest,0.022558911302077527,0.022558911302077527
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,630819,5,136,136,12.25,1,102,63978,18,34.7092926670129,0.518593109133189,5.43e-4,RMIS_adjusted_for_terminal_harvest,0.001562188253553352,0.001562188253553352
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,631132,6,169,169,16.19,1,111,70479,10,17.9381453977459,0.557471231181826,2.55e-4,RMIS_adjusted_for_terminal_harvest,0.0014666715073765524,0.0014666715073765524
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,631135,7,186,186,18.89,1,117,70505,41,95.6680787658994,0.428565102685163,0.001357,RMIS_adjusted_for_terminal_harvest,0.001424270228103736,0.001424270228103736
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,631432,4,95,95,85.58,2,197,33791,139,247.197639999794,0.56230310289417,0.007315,RMIS_adjusted_for_terminal_harvest,0.008713942436043766,0.008713942436043766
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,631435,4,95,95,82.47,2,192,33963,183,335.206177494946,0.545932659617405,0.00987,RMIS_adjusted_for_terminal_harvest,0.00843028937861476,0.00843028937861476
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,631437,4,95,95,75.59,2,185,34003,151,263.071230866544,0.57398902762044,0.007737,RMIS_adjusted_for_terminal_harvest,0.0079461753008096,0.0079461753008096
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635642,4,95,95,90.71,2,198,33797,123,233.939402732033,0.525777182311142,0.006922,RMIS_adjusted_for_terminal_harvest,0.009293205427843535,0.009293205427843535
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635644,4,95,95,79.57,2,191,34008,168,299.037389742705,0.561802656666275,0.008793,RMIS_adjusted_for_terminal_harvest,0.008205453746629237,0.008205453746629237
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635647,4,95,95,78.2,2,190,32835,153,285.118604131555,0.536618788752925,0.008683,RMIS_adjusted_for_terminal_harvest,0.008110595968366557,0.008110595968366557
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635649,4,95,95,82.47,2,191,33285,205,390.582198711283,0.524857509319147,0.011734,RMIS_adjusted_for_terminal_harvest,0.00843028937861476,0.00843028937861476
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635650,4,95,95,90.71,2,195,33175,200,406.864199199706,0.491564508239841,0.012264,RMIS_adjusted_for_terminal_harvest,0.009293205427843535,0.009293205427843535
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635652,4,95,95,75.59,2,188,33698,174,353.506494752452,0.492211607376114,0.01049,RMIS_adjusted_for_terminal_harvest,0.0079461753008096,0.0079461753008096
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635655,4,95,95,78.2,2,189,34069,145,282.565529996827,0.513155302423576,0.008294,RMIS_adjusted_for_terminal_harvest,0.008110595968366557,0.008110595968366557
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635656,4,95,95,82.47,2,194,34236,106,204.041078566213,0.519503233098242,0.00596,RMIS_adjusted_for_terminal_harvest,0.00843028937861476,0.00843028937861476
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1989,635659,4,95,95,82.47,2,192,33683,164,319.218827190417,0.513754158686175,0.009477,RMIS_adjusted_for_terminal_harvest,0.00843028937861476,0.00843028937861476
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,630861,5,133,133,9.07,1,86,87885,7,13.4580632392577,0.520134277537106,1.53e-4,RMIS_adjusted_for_terminal_harvest,2.7607707148826605e-4,2.7607707148826605e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,633930,5,133,133,11.06,1,NA,60235,1,1.56670113847848,0.638283828,2.6e-5,RMIS_adjusted_for_terminal_harvest,3.027631118973542e-4,3.027631118973542e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,633931,6,171,171,16.79,1,105,69150,1,2.06809523819372,0.483536725742574,3e-5,RMIS_adjusted_for_terminal_harvest,2.9837214838663114e-4,2.9837214838663114e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,633932,7,191,191,18.14,1,117,71344,8,12.9747323788002,0.616583045140218,1.82e-4,RMIS_adjusted_for_terminal_harvest,2.654464709164942e-4,2.654464709164942e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634045,4,92,92,98.6,2,NA,32529,58,93.6879418919996,0.619076466284856,0.00288,RMIS_adjusted_for_terminal_harvest,0.002120067862071173,0.002120067862071173
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634046,4,92,92,98.6,2,NA,32678,46,67.9157770019032,0.677309485816689,0.002078,RMIS_adjusted_for_terminal_harvest,0.002120067862071173,0.002120067862071173
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634047,4,92,92,90.71,2,NA,32372,59,101.479366696544,0.581398977157877,0.003135,RMIS_adjusted_for_terminal_harvest,0.0018775784903848278,0.0018775784903848278
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634048,4,92,92,98.6,2,NA,32243,24,38.3869582812679,0.625212339674007,0.001191,RMIS_adjusted_for_terminal_harvest,0.002120067862071173,0.002120067862071173
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634049,4,92,92,90.71,2,NA,32146,49,68.4365669149059,0.715991497073877,0.002129,RMIS_adjusted_for_terminal_harvest,0.0018775784903848278,0.0018775784903848278
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634050,4,92,92,100.79,2,NA,32046,29,46.6766263720381,0.621295973039145,0.001457,RMIS_adjusted_for_terminal_harvest,0.0022008568609919186,0.0022008568609919186
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634051,4,92,92,87.22,2,NA,32595,36,60.493982903458,0.595100508714267,0.001856,RMIS_adjusted_for_terminal_harvest,0.0017941776227792061,0.0017941776227792061
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634052,4,92,92,96.5,2,NA,32047,55,75.1398320392828,0.731968631114935,0.002345,RMIS_adjusted_for_terminal_harvest,0.002048074801748945,0.002048074801748945
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634053,4,92,92,107.99,2,NA,31687,30,42.7718365288225,0.701396115637542,0.00135,RMIS_adjusted_for_terminal_harvest,0.0025060791183726255,0.0025060791183726255
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634054,4,92,92,98.6,2,NA,31518,46,83.1633167548109,0.553128492164653,0.002639,RMIS_adjusted_for_terminal_harvest,0.002120067862071173,0.002120067862071173
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1990,634055,4,92,92,98.6,2,NA,31717,36,60.4158731533446,0.595869895128827,0.001905,RMIS_adjusted_for_terminal_harvest,0.002120067862071173,0.002120067862071173
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634044,4,92,92,113.39,1,NA,31525,34,51.9833974083116,0.654054980919037,0.001649,RMIS_adjusted_for_terminal_harvest,0.0018123940703009193,0.0018123940703009193
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634420,5,134,134,9.1,1,NA,73789,8,8.26505952491099,0.967930113012242,1.12e-4,RMIS_adjusted_for_terminal_harvest,1.7959425981052378e-4,1.7959425981052378e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634423,6,167,167,14.44,1,101,74235,5,5.18095238095238,0.965073529411765,7e-5,RMIS_adjusted_for_terminal_harvest,1.812719209587701e-4,1.812719209587701e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634424,7,195,195,16.19,1,105,74774,7,8.69587453951063,0.804979415031203,1.16e-4,RMIS_adjusted_for_terminal_harvest,1.5331356560576557e-4,1.5331356560576557e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634429,5,132,132,9.1,1,NA,41090,6,7.16064560327223,0.837913273805669,1.74e-4,RMIS_adjusted_for_terminal_harvest,1.8146544990910564e-4,1.8146544990910564e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634552,4,95,95,85.58,2,NA,31391,53,57.6176190534935,0.919857517034739,0.001835,RMIS_adjusted_for_terminal_harvest,0.00115367179507881,0.00115367179507881
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634553,4,95,95,85.58,2,NA,31608,24,25.4811111129433,0.941874155079881,8.06e-4,RMIS_adjusted_for_terminal_harvest,0.00115367179507881,0.00115367179507881
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634554,4,95,95,105.48,2,NA,31339,21,34.060079366548,0.616557576804272,0.001087,RMIS_adjusted_for_terminal_harvest,0.001569164229605178,0.001569164229605178
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634555,4,95,95,73.16,2,NA,31714,30,34.6516269877985,0.865760214103757,0.001093,RMIS_adjusted_for_terminal_harvest,0.0010328559072522046,0.0010328559072522046
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634556,4,95,95,80.99,2,NA,31845,57,91.5519246108849,0.62259750674016,0.002875,RMIS_adjusted_for_terminal_harvest,0.0010999602023707058,0.0010999602023707058
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634557,4,95,95,74.35,2,NA,31743,27,29.0388095252781,0.929790182221369,9.15e-4,RMIS_adjusted_for_terminal_harvest,0.0010417110019901104,0.0010417110019901104
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634558,4,95,95,87.22,2,NA,31581,34,35.1544047659398,0.967161874205354,0.001113,RMIS_adjusted_for_terminal_harvest,0.0011762732004783798,0.0011762732004783798
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634559,4,95,95,90.71,2,NA,31792,39,57.4526984156357,0.678819290921003,0.001807,RMIS_adjusted_for_terminal_harvest,0.0012309867113465954,0.0012309867113465954
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634560,4,95,95,83.99,2,NA,31369,40,41.5822023846203,0.961950010007034,0.001326,RMIS_adjusted_for_terminal_harvest,0.0011335395553239583,0.0011335395553239583
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634561,4,95,95,82.47,2,NA,31453,29,43.1957142864486,0.671362899747161,0.001373,RMIS_adjusted_for_terminal_harvest,0.0011158408725887668,0.0011158408725887668
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634562,4,95,95,90.71,2,NA,30693,19,19.6102182565383,0.968882638196294,6.39e-4,RMIS_adjusted_for_terminal_harvest,0.0012309867113465954,0.0012309867113465954
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1991,634563,4,95,95,87.22,2,NA,28587,25,25.8436706367564,0.967354844881961,9.04e-4,RMIS_adjusted_for_terminal_harvest,0.0011762732004783798,0.0011762732004783798
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1992,635234,4,94,94,98.6,2,NA,50185,75,82.1372292623073,0.913106038194758,0.001637,RMIS_adjusted_for_terminal_harvest,0.0015048608612874973,0.0015048608612874973
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635146,5,139,139,15.26,1,NA,187097,133,159.716073740379,0.832727707896162,8.54e-4,RMIS_adjusted_for_terminal_harvest,1.6594399821750032e-4,1.6594399821750032e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635434,3,60,60,85.58,2,189,20278,1,1.09382591090903,0.914222263366337,5.4e-5,RMIS_adjusted_for_terminal_harvest,7.425380089053856e-4,7.425380089053856e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635435,3,60,60,83.99,2,189,19233,4,4.2814777327271,0.934256873374463,2.23e-4,RMIS_adjusted_for_terminal_harvest,7.295750509950978e-4,7.295750509950978e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635436,4,93,93,100.79,2,205,19446,14,15.4382591090903,0.906837999095154,7.94e-4,RMIS_adjusted_for_terminal_harvest,0.0010309755791009598,0.0010309755791009598
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635553,4,93,93,90.71,2,197,19779,7,7.46912955454516,0.937190866603769,3.78e-4,RMIS_adjusted_for_terminal_harvest,8.793867018191243e-4,8.793867018191243e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635554,3,60,60,88.93,2,193,19829,3,3.18765182181806,0.941131644135765,1.61e-4,RMIS_adjusted_for_terminal_harvest,7.736100840679417e-4,7.736100840679417e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635557,4,93,93,100.79,2,201,19467,7,7.37530364363613,0.949113465455763,3.79e-4,RMIS_adjusted_for_terminal_harvest,0.0010309755791009598,0.0010309755791009598
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635558,3,60,60,85.58,2,185,19957,3,3.19848178133201,0.937945001753502,1.6e-4,RMIS_adjusted_for_terminal_harvest,7.425380089053856e-4,7.425380089053856e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635560,4,93,93,94.49,2,197,19322,3,3.29230769224105,0.911214953289474,1.7e-4,RMIS_adjusted_for_terminal_harvest,9.293946860079818e-4,9.293946860079818e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635563,3,60,60,92.56,2,194,20265,3,3.09382591090903,0.96967317696248,1.53e-4,RMIS_adjusted_for_terminal_harvest,8.134586863739314e-4,8.134586863739314e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635603,4,93,93,92.56,2,196,19902,12,12.6459514168493,0.948920299030359,6.35e-4,RMIS_adjusted_for_terminal_harvest,9.028438140708988e-4,9.028438140708988e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635605,3,60,60,88.93,2,190,20047,1,2.54,0.393700787401575,1.27e-4,RMIS_adjusted_for_terminal_harvest,7.736100840679417e-4,7.736100840679417e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1993,635606,4,94,94,92.56,2,195,20511,7,7.48147773272709,0.935644033180649,3.65e-4,RMIS_adjusted_for_terminal_harvest,9.038666662622861e-4,9.038666662622861e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635520,5,121,121,4.36,1,69,98703,2,2.33913043434011,0.85501858752234,2.4e-5,RMIS_adjusted_for_terminal_harvest,1.0613486464378816e-4,1.0613486464378816e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635749,4,92,92,68.72,2,180,19318,10,12.7130434747209,0.78659370746937,6.58e-4,RMIS_adjusted_for_terminal_harvest,6.955400918746871e-4,6.955400918746871e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635750,4,92,92,68.72,2,176,18989,11,13.5418060166503,0.812299333373628,7.13e-4,RMIS_adjusted_for_terminal_harvest,6.955400918746871e-4,6.955400918746871e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635751,3,65,65,59.68,2,180,19467,11,12.6956521717006,0.866438356315378,6.52e-4,RMIS_adjusted_for_terminal_harvest,5.971249783034983e-4,5.971249783034983e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635752,3,65,65,83.99,2,191,19869,16,19.052173909061,0.839799178632868,9.59e-4,RMIS_adjusted_for_terminal_harvest,7.26796543075665e-4,7.26796543075665e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635753,4,92,92,74.35,2,179,19174,12,15.062173909061,0.796697745786955,7.86e-4,RMIS_adjusted_for_terminal_harvest,7.234533605673798e-4,7.234533605673798e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635754,3,65,65,75.59,2,184,20328,12,23.9275652114707,0.501513626394686,0.001177,RMIS_adjusted_for_terminal_harvest,6.740581112116411e-4,6.740581112116411e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635755,3,65,65,76.88,2,184,19426,12,17.8047826060407,0.673976215577534,9.17e-4,RMIS_adjusted_for_terminal_harvest,6.807972410676716e-4,6.807972410676716e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635756,4,92,92,79.57,2,185,19978,20,32.2666956458108,0.619834154062088,0.001615,RMIS_adjusted_for_terminal_harvest,7.541298034181166e-4,7.541298034181166e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635757,3,65,65,75.59,2,179,19857,10,18.0682608686802,0.553456698056321,9.1e-4,RMIS_adjusted_for_terminal_harvest,6.740581112116411e-4,6.740581112116411e-4
COWLITZ SALMON HATCHERY,COWLITZ R    26.0002,COWLITZ R    26.0002,1994,635812,4,92,92,71.99,2,184,20183,5,10.1182608686802,0.494156067420327,5.01e-4,RMIS_adjusted_for_terminal_harvest,7.114373765543854e-4,7.114373765543854e-4
